osmid,y,x,street_count,highway,ref,geometry
2314452215,4592464.890049626,547916.7535169721,3,,,POINT (547916.7535169721 4592464.890049626)
1219272077,4591534.953326154,547403.9944137149,3,,,POINT (547403.9944137149 4591534.953326154)
10561946785,4591470.485801577,547345.3823052144,1,,,POINT (547345.3823052144 4591470.485801577)
1219272094,4592231.237609001,547847.8531064488,3,,,POINT (547847.8531064488 4592231.237609001)
10561946522,4592281.4059195705,547870.7648048903,3,,,POINT (547870.7648048903 4592281.4059195705)
2316429378,4592244.321949632,547883.8851184043,3,,,POINT (547883.8851184043 4592244.321949632)
1219272113,4592001.071997249,547656.2626291608,3,,,POINT (547656.2626291608 4592001.071997249)
10561941141,4592008.592475263,547663.6189953631,3,,,POINT (547663.6189953631 4592008.592475263)
2320490848,4591785.335854397,547596.5827603053,3,,,POINT (547596.5827603053 4591785.335854397)
1219272394,4592073.623385517,547010.4004074602,1,,,POINT (547010.4004074602 4592073.623385517)
1224442876,4596818.22204484,543925.1058506309,3,,,POINT (543925.1058506309 4596818.22204484)
1224443057,4596900.792281923,544003.6514445605,3,,,POINT (544003.6514445605 4596900.792281923)
1227805180,4596813.176583958,544011.6955515004,3,,,POINT (544011.6955515004 4596813.176583958)
1224442877,4596671.384480861,543816.1181387611,4,,,POINT (543816.1181387611 4596671.384480861)
2693166045,4596580.655651229,544152.9118540586,3,,,POINT (544152.9118540586 4596580.655651229)
1781091265,4596664.700532904,543797.7935937175,3,,,POINT (543797.7935937175 4596664.700532904)
1224442880,4596616.164825632,544774.7453719482,1,,,POINT (544774.7453719482 4596616.164825632)
1224442898,4597206.234584219,544379.158919952,3,,,POINT (544379.158919952 4597206.234584219)
1227805379,4597168.610817123,544316.3725284134,3,,,POINT (544316.3725284134 4597168.610817123)
1224442976,4597332.151753097,544858.8717788786,3,,,POINT (544858.8717788786 4597332.151753097)
1227805199,4597588.583286892,544942.3411325443,3,,,POINT (544942.3411325443 4597588.583286892)
1224442963,4597543.90607453,545496.245842506,3,,,POINT (545496.245842506 4597543.90607453)
1774105276,4597464.57545375,545534.3906172423,1,,,POINT (545534.3906172423 4597464.57545375)
1538882470,4597545.794687302,545508.748462966,3,,,POINT (545508.748462966 4597545.794687302)
1224442964,4596885.516744345,544456.401965004,3,,,POINT (544456.401965004 4596885.516744345)
2729145518,4596883.476519266,544483.8321634505,1,,,POINT (544483.8321634505 4596883.476519266)
1224442992,4596792.647315454,544350.4232703933,5,,,POINT (544350.4232703933 4596792.647315454)
1227805445,4596950.322275262,544481.7009994383,3,,,POINT (544481.7009994383 4596950.322275262)
1224442975,4597562.185436467,545495.2294446133,3,,,POINT (545495.2294446133 4597562.185436467)
1224443050,4597557.942816343,545491.4768332533,3,,,POINT (545491.4768332533 4597557.942816343)
1224443007,4596975.148479822,544490.8844118171,3,,,POINT (544490.8844118171 4596975.148479822)
1224443018,4596739.612904554,544403.0575484199,3,,,POINT (544403.0575484199 4596739.612904554)
1227805401,4596874.813595058,544340.9316846415,1,,,POINT (544340.9316846415 4596874.813595058)
1227805441,4596714.616877429,544241.5639302302,3,,,POINT (544241.5639302302 4596714.616877429)
1227805470,4596958.5713730985,544456.4939160026,3,,,POINT (544456.4939160026 4596958.5713730985)
1224442997,4596169.165904558,544900.9622346866,3,,,POINT (544900.9622346866 4596169.165904558)
10657676127,4596288.564659705,544999.4429938807,4,,,POINT (544999.4429938807 4596288.564659705)
1511585181,4596121.722098935,544861.2115686043,4,,,POINT (544861.2115686043 4596121.722098935)
1224443002,4597362.659184138,545309.5166208403,1,,,POINT (545309.5166208403 4597362.659184138)
1227805201,4596960.110766839,544468.4742917201,3,,,POINT (544468.4742917201 4596960.110766839)
1224443019,4596736.822487338,544406.0618590319,1,,,POINT (544406.0618590319 4596736.822487338)
3941868117,4596560.209841116,544735.5999221328,3,,,POINT (544735.5999221328 4596560.209841116)
1227805340,4596576.997047804,544159.2006836296,3,,,POINT (544159.2006836296 4596576.997047804)
6835207532,4597589.243933789,545396.878572988,3,,,POINT (545396.878572988 4597589.243933789)
1224443051,4597016.567687895,544185.085836021,3,,,POINT (544185.085836021 4597016.567687895)
1227805297,4597050.664385607,544207.0040435717,3,,,POINT (544207.0040435717 4597050.664385607)
1227805457,4596902.003430981,544245.1285223092,3,,,POINT (544245.1285223092 4596902.003430981)
6783161447,4596913.052669728,544015.1076527094,3,,,POINT (544015.1076527094 4596913.052669728)
1237049827,4596842.103910314,544043.5091496245,3,,,POINT (544043.5091496245 4596842.103910314)
1224683541,4599662.206479406,549680.038107652,3,,,POINT (549680.038107652 4599662.206479406)
3236386362,4599695.565025373,549672.9020321834,1,,,POINT (549672.9020321834 4599695.565025373)
3407249908,4599486.038492809,549768.0981577786,3,,,POINT (549768.0981577786 4599486.038492809)
1225105998,4599891.590310845,551046.4292966428,3,,,POINT (551046.4292966428 4599891.590310845)
1225106049,4599883.17828147,551043.828293788,3,,,POINT (551043.828293788 4599883.17828147)
1225106008,4599700.004699905,550921.1420119337,3,,,POINT (550921.1420119337 4599700.004699905)
1898396380,4599670.172213331,550886.6138274539,3,,,POINT (550886.6138274539 4599670.172213331)
1898396362,4599782.706184534,550931.8422873277,3,,,POINT (550931.8422873277 4599782.706184534)
1759729176,4599671.709693777,550940.78417473,3,,,POINT (550940.78417473 4599671.709693777)
1225106024,4599552.250351784,550787.3733061393,4,,,POINT (550787.3733061393 4599552.250351784)
1229497982,4599461.830508936,550768.4678347226,3,,,POINT (550768.4678347226 4599461.830508936)
6818502265,4599574.044360065,550695.8711154773,3,,,POINT (550695.8711154773 4599574.044360065)
1225106040,4599508.867483771,550907.8212816982,4,,,POINT (550907.8212816982 4599508.867483771)
1898077890,4599554.439633312,550935.507826021,3,,,POINT (550935.507826021 4599554.439633312)
1229497921,4599446.31734153,550868.8188144006,3,,,POINT (550868.8188144006 4599446.31734153)
3103660009,4599497.626424548,550949.4967981384,3,,,POINT (550949.4967981384 4599497.626424548)
1607610454,4600357.946515767,551324.6135767336,3,,,POINT (551324.6135767336 4600357.946515767)
1607610448,4600368.945614123,551325.6610923648,4,,,POINT (551325.6610923648 4600368.945614123)
1225106044,4599442.415659104,550601.685296991,4,,,POINT (550601.685296991 4599442.415659104)
1591364258,4599286.843333367,550560.2296974091,4,,,POINT (550560.2296974091 4599286.843333367)
1591372546,4599590.726186018,550619.3020579763,3,,,POINT (550619.3020579763 4599590.726186018)
1229497675,4599449.889367973,550665.1157970737,3,,,POINT (550665.1157970737 4599449.889367973)
1229498055,4599506.614598464,550477.1471001487,3,,,POINT (550477.1471001487 4599506.614598464)
1225106045,4600348.9455575785,551323.51846081,3,,,POINT (551323.51846081 4600348.9455575785)
1759729217,4599876.024530855,551065.2472646252,3,,,POINT (551065.2472646252 4599876.024530855)
1225211221,4601201.855599027,550553.2778436253,3,traffic_signals,,POINT (550553.2778436253 4601201.855599027)
1225451968,4599105.2598027345,545860.5037579911,3,,,POINT (545860.5037579911 4599105.2598027345)
1225452000,4599033.337042608,545842.9442518373,4,,,POINT (545842.9442518373 4599033.337042608)
6796906885,4599387.782261639,546035.8498154209,3,,,POINT (546035.8498154209 4599387.782261639)
1234664245,4598586.031555665,545463.1251643,3,,,POINT (545463.1251643 4598586.031555665)
1225520521,4599024.999406914,545951.0758222389,3,,,POINT (545951.0758222389 4599024.999406914)
1225469948,4598624.503040078,546739.0598788218,3,,,POINT (546739.0598788218 4598624.503040078)
1225469975,4598606.26975597,546723.1951808678,3,,,POINT (546723.1951808678 4598606.26975597)
1225470042,4598593.235519964,546750.6075606333,3,,,POINT (546750.6075606333 4598593.235519964)
1225470018,4598693.287967487,546768.8942692388,3,,,POINT (546768.8942692388 4598693.287967487)
1225469966,4598732.470449005,546618.3562619425,3,,,POINT (546618.3562619425 4598732.470449005)
1724281713,4598757.914160695,546514.7552286291,3,,,POINT (546514.7552286291 4598757.914160695)
1225469993,4598785.893399152,546604.2553596578,3,,,POINT (546604.2553596578 4598785.893399152)
1225469972,4598582.781701556,546818.0442082752,3,,,POINT (546818.0442082752 4598582.781701556)
3407257733,4598510.628344933,546672.8376253194,3,,,POINT (546672.8376253194 4598510.628344933)
5700649983,4598793.083161367,546522.7697443201,3,,,POINT (546522.7697443201 4598793.083161367)
1225470011,4598792.2932048375,546788.3300415055,3,,,POINT (546788.3300415055 4598792.2932048375)
1724281757,4598947.111414818,546652.0351820376,3,,,POINT (546652.0351820376 4598947.111414818)
1818309934,4599462.647654226,546859.2703772807,1,,,POINT (546859.2703772807 4599462.647654226)
1724264343,4599400.554442429,546827.3281448667,1,,,POINT (546827.3281448667 4599400.554442429)
1225496341,4598336.572592521,546602.2390410886,3,,,POINT (546602.2390410886 4598336.572592521)
1729259906,4598346.585221596,546608.8229779267,3,,,POINT (546608.8229779267 4598346.585221596)
1729260020,4598301.816762943,546587.7314716058,3,crossing,,POINT (546587.7314716058 4598301.816762943)
4934351922,4598341.094948994,546587.3441221791,2,,,POINT (546587.3441221791 4598341.094948994)
1225496366,4599248.084383625,546377.7254118186,1,,,POINT (546377.7254118186 4599248.084383625)
1225520461,4599155.562361981,545409.4937309707,3,,,POINT (545409.4937309707 4599155.562361981)
6833579633,4599121.849022601,545270.8836229654,3,,,POINT (545270.8836229654 4599121.849022601)
3350496563,4599160.20828784,545456.083173958,3,,,POINT (545456.083173958 4599160.20828784)
6833579632,4599168.236691256,545225.1413103782,3,,,POINT (545225.1413103782 4599168.236691256)
1225520490,4599195.593710496,545165.0304010798,4,,,POINT (545165.0304010798 4599195.593710496)
1225520595,4599117.99094466,545195.720284167,3,,,POINT (545195.720284167 4599117.99094466)
1225520491,4599146.144632199,545135.1369810888,3,,,POINT (545135.1369810888 4599146.144632199)
1234664230,4599402.984673,544951.3887067587,3,,,POINT (544951.3887067587 4599402.984673)
1234664200,4599358.033823287,545156.0883549447,1,,,POINT (545156.0883549447 4599358.033823287)
1225520628,4599069.405122988,545124.6488981578,3,,,POINT (545124.6488981578 4599069.405122988)
1225520504,4598698.497166926,545158.9701587671,3,,,POINT (545158.9701587671 4598698.497166926)
1225520594,4598687.465579208,545175.5975512891,3,,,POINT (545175.5975512891 4598687.465579208)
1225520517,4599046.907138136,545304.4443093073,3,,,POINT (545304.4443093073 4599046.907138136)
3350496566,4599155.8192919865,545460.8069346461,3,,,POINT (545460.8069346461 4599155.8192919865)
1225520531,4599109.6813041065,545219.703330847,3,,,POINT (545219.703330847 4599109.6813041065)
1225520652,4599015.540642113,545996.4129110159,3,,,POINT (545996.4129110159 4599015.540642113)
1225520573,4598908.798547038,546020.3585628734,1,,,POINT (546020.3585628734 4598908.798547038)
1225520532,4598977.795831414,545654.7991996662,1,,,POINT (545654.7991996662 4598977.795831414)
1225520552,4598983.129014993,546316.5616972122,1,,,POINT (546316.5616972122 4598983.129014993)
1225520563,4599158.994378839,545464.2901898408,3,,,POINT (545464.2901898408 4599158.994378839)
1234664175,4598533.7065939745,545422.7969018694,3,,,POINT (545422.7969018694 4598533.7065939745)
1487566707,4598483.834209555,545274.5746890176,3,,,POINT (545274.5746890176 4598483.834209555)
1225520616,4598908.994159935,546156.8403224067,1,,,POINT (546156.8403224067 4598908.994159935)
1234664234,4599212.248314545,545010.7993975193,3,,,POINT (545010.7993975193 4599212.248314545)
11956307411,4599062.364551213,545995.3966870576,1,,,POINT (545995.3966870576 4599062.364551213)
1225632084,4607099.651315119,554645.7140145326,3,,,POINT (554645.7140145326 4607099.651315119)
1225632200,4607139.3013249375,554666.3762838736,6,,,POINT (554666.3762838736 4607139.3013249375)
1225632566,4607128.903792772,554684.6611553534,3,,,POINT (554684.6611553534 4607128.903792772)
1225632173,4602461.211172412,548208.4457647797,3,,,POINT (548208.4457647797 4602461.211172412)
1225632338,4602454.589690177,548179.6093210675,3,,,POINT (548179.6093210675 4602454.589690177)
2836123952,4602497.205019221,548325.8782443358,3,,,POINT (548325.8782443358 4602497.205019221)
2836123966,4602592.919250054,548191.5144799522,3,,,POINT (548191.5144799522 4602592.919250054)
1225632507,4607129.650723837,554651.4851048616,3,,,POINT (554651.4851048616 4607129.650723837)
3141821399,4602979.601113631,548948.2423378344,3,,,POINT (548948.2423378344 4602979.601113631)
3141821404,4602955.2914436925,549043.5894941676,1,,,POINT (549043.5894941676 4602955.2914436925)
2607796110,4602449.753746646,548155.4381726997,3,,,POINT (548155.4381726997 4602449.753746646)
11958784064,4607058.173858184,554571.5556877853,3,,,POINT (554571.5556877853 4607058.173858184)
1225632528,4602805.221862921,548521.7559323977,3,,,POINT (548521.7559323977 4602805.221862921)
11766148399,4602822.298001667,548534.9716666437,3,,,POINT (548534.9716666437 4602822.298001667)
6898413450,4602729.572545042,548481.1640107343,3,,,POINT (548481.1640107343 4602729.572545042)
1225632539,4607153.326579754,554719.2120517791,4,,,POINT (554719.2120517791 4607153.326579754)
5282333262,4607189.126627537,554763.5245927981,3,,,POINT (554763.5245927981 4607189.126627537)
1225632560,4602688.270567259,548471.2458729402,3,,,POINT (548471.2458729402 4602688.270567259)
3141821382,4602708.398939757,548476.0875881416,3,,,POINT (548476.0875881416 4602708.398939757)
6788496665,4602555.448851647,548378.6875147773,3,,,POINT (548378.6875147773 4602555.448851647)
2836124000,4602669.484699072,548392.0108834914,3,,,POINT (548392.0108834914 4602669.484699072)
1225632750,4607209.3784553865,554671.6674322614,3,,,POINT (554671.6674322614 4607209.3784553865)
1225632754,4607048.278675233,554555.1329360186,3,,,POINT (554555.1329360186 4607048.278675233)
4568873765,4606985.950433315,554423.7385185269,3,,,POINT (554423.7385185269 4606985.950433315)
1225632927,4606715.931144898,554218.3168302756,3,,,POINT (554218.3168302756 4606715.931144898)
3141821883,4606537.961474806,553915.3854930338,3,,,POINT (553915.3854930338 4606537.961474806)
5272781324,4606760.965255047,554305.2276766232,3,,,POINT (554305.2276766232 4606760.965255047)
4569152196,4606321.0088786725,554040.6588617206,3,,,POINT (554040.6588617206 4606321.0088786725)
1226135832,4601710.81188401,546093.2552901101,3,,,POINT (546093.2552901101 4601710.81188401)
1226136375,4601714.354277228,546074.279850037,3,,,POINT (546074.279850037 4601714.354277228)
9411244816,4602303.336095038,546437.4123149795,3,,,POINT (546437.4123149795 4602303.336095038)
1226136045,4601202.056728578,545016.9799845198,3,,,POINT (545016.9799845198 4601202.056728578)
2395146006,4600973.977436182,544974.317214106,4,,,POINT (544974.317214106 4600973.977436182)
1226138097,4601118.364361843,545093.0450836096,3,,,POINT (545093.0450836096 4601118.364361843)
1624590738,4601366.331757507,544894.5931853598,3,,,POINT (544894.5931853598 4601366.331757507)
1226136050,4601660.228723893,543583.0077305136,3,,,POINT (543583.0077305136 4601660.228723893)
1624590744,4601671.367777845,543713.574995075,3,,,POINT (543713.574995075 4601671.367777845)
2395145982,4601363.204684885,543810.0802609778,3,,,POINT (543810.0802609778 4601363.204684885)
1624594921,4601660.4109157445,543561.7441717829,3,,,POINT (543561.7441717829 4601660.4109157445)
1226136076,4601684.874071324,546222.7976378234,3,,,POINT (546222.7976378234 4601684.874071324)
1226138009,4601688.3312151795,546290.8572486907,3,,,POINT (546290.8572486907 4601688.3312151795)
3011018447,4601487.796264115,546278.6965316463,3,,,POINT (546278.6965316463 4601487.796264115)
1226136183,4601702.633158172,546099.0610264156,3,,,POINT (546099.0610264156 4601702.633158172)
1226136197,4600804.637393841,546556.5985771711,3,,,POINT (546556.5985771711 4600804.637393841)
1226136273,4600810.387841278,546541.0336785942,3,,,POINT (546541.0336785942 4600810.387841278)
1461742482,4600811.784441844,546575.0238631791,3,,,POINT (546575.0238631791 4600811.784441844)
1818311030,4600871.974784624,546525.7335404161,3,,,POINT (546525.7335404161 4600871.974784624)
1226136348,4600995.770203055,545753.1382057182,3,,,POINT (545753.1382057182 4600995.770203055)
2181310119,4600995.638781281,545735.943942654,3,,,POINT (545735.943942654 4600995.638781281)
2040871282,4601030.506591309,545724.6232993861,4,,,POINT (545724.6232993861 4601030.506591309)
1226137644,4601708.023435606,546065.2317002865,3,,,POINT (546065.2317002865 4601708.023435606)
1226136596,4600790.197774997,546555.6244890181,3,,,POINT (546555.6244890181 4600790.197774997)
1226136634,4601706.230040231,546737.9217050839,3,,,POINT (546737.9217050839 4601706.230040231)
1226137979,4601708.9756283015,546716.1827756613,3,,,POINT (546716.1827756613 4601708.9756283015)
2836119375,4601791.57263275,546810.9601594682,3,,,POINT (546810.9601594682 4601791.57263275)
1226136683,4600797.433864026,546534.5793875006,3,,,POINT (546534.5793875006 4600797.433864026)
1226137894,4600788.736820822,546544.3091662428,3,,,POINT (546544.3091662428 4600788.736820822)
1283040841,4600733.233392505,546495.9076119491,3,,,POINT (546495.9076119491 4600733.233392505)
1226136728,4600993.495149285,545690.3346655788,3,,,POINT (545690.3346655788 4600993.495149285)
1226137437,4600994.243428166,545708.5257020133,3,,,POINT (545708.5257020133 4600994.243428166)
1538877827,4600995.86305191,545664.560357611,3,,,POINT (545664.560357611 4600995.86305191)
3761352882,4601124.740162235,546209.1568607531,3,,,POINT (546209.1568607531 4601124.740162235)
1226136801,4601674.851006747,546734.0146254224,3,,,POINT (546734.0146254224 4601674.851006747)
1226136849,4601789.03875521,542061.4340399008,3,,,POINT (542061.4340399008 4601789.03875521)
2395163044,4601861.804704185,542226.5006217825,3,,,POINT (542226.5006217825 4601861.804704185)
1624598678,4601765.935619416,542046.4187499058,4,,,POINT (542046.4187499058 4601765.935619416)
1226136884,4601698.790732915,546707.0350939861,3,,,POINT (546707.0350939861 4601698.790732915)
1226138050,4601677.000663677,546712.8297955403,3,,,POINT (546712.8297955403 4601677.000663677)
1226136915,4601582.699151918,544614.3602181966,3,,,POINT (544614.3602181966 4601582.699151918)
2195999946,4601592.895186082,544598.8628112962,3,,,POINT (544598.8628112962 4601592.895186082)
2395145907,4601869.589771245,544864.6987508662,1,,,POINT (544864.6987508662 4601869.589771245)
2395146109,4601486.1701972755,544756.9036810388,3,,,POINT (544756.9036810388 4601486.1701972755)
1226137010,4601911.793495256,542851.2667064114,3,,,POINT (542851.2667064114 4601911.793495256)
1747599175,4601924.809610021,542842.6095412472,3,,,POINT (542842.6095412472 4601924.809610021)
1747599141,4601902.074595059,542882.2582434302,3,,,POINT (542882.2582434302 4601902.074595059)
1747599166,4601909.045863531,542833.5816697383,4,,,POINT (542833.5816697383 4601909.045863531)
1226137027,4601785.39563246,544393.0452579809,3,,,POINT (544393.0452579809 4601785.39563246)
2179799489,4601799.703007109,544394.2327669378,3,,,POINT (544394.2327669378 4601799.703007109)
2195999984,4601728.495642535,544096.816264753,3,,,POINT (544096.816264753 4601728.495642535)
1234641669,4599890.710011109,547060.8415397255,4,,,POINT (547060.8415397255 4599890.710011109)
1226137308,4601683.159955031,546095.7003159454,3,,,POINT (546095.7003159454 4601683.159955031)
1226137316,4601727.449347061,544087.3171791277,3,,,POINT (544087.3171791277 4601727.449347061)
1226137705,4601677.772719051,543760.8970948702,3,,,POINT (543760.8970948702 4601677.772719051)
2180097301,4601885.029548225,543951.4772912427,3,,,POINT (543951.4772912427 4601885.029548225)
2181310120,4601001.308266564,545721.3396486079,4,,,POINT (545721.3396486079 4601001.308266564)
5846685519,4601703.45721738,546043.9233921353,3,,,POINT (546043.9233921353 4601703.45721738)
5846685520,4601692.698062441,546061.1606305657,3,,,POINT (546061.1606305657 4601692.698062441)
1226137653,4600656.717918254,547053.7441137327,3,,,POINT (547053.7441137327 4600656.717918254)
1226138057,4600593.473325235,547217.6372607632,3,,,POINT (547217.6372607632 4600593.473325235)
6791584775,4601598.987851269,543769.7892687081,3,,,POINT (543769.7892687081 4601598.987851269)
1226137913,4601082.43662449,545488.4935175364,3,,,POINT (545488.4935175364 4601082.43662449)
8481333421,4601114.564324285,545484.4963836536,3,,,POINT (545484.4963836536 4601114.564324285)
8223346762,4601091.888387975,545464.4344005635,3,,,POINT (545464.4344005635 4601091.888387975)
2395146146,4601042.302258622,545562.4636061082,3,,,POINT (545562.4636061082 4601042.302258622)
1454712021,4601738.205395822,546492.6877902609,3,,,POINT (546492.6877902609 4601738.205395822)
1226137991,4601659.507143435,543505.9169308624,3,,,POINT (543505.9169308624 4601659.507143435)
1624594547,4601653.662454912,543521.6614614469,3,,,POINT (543521.6614614469 4601653.662454912)
1876956833,4601662.19025206,543477.7342313415,3,,,POINT (543477.7342313415 4601662.19025206)
3011018455,4601726.85825721,546489.2006465229,3,,,POINT (546489.2006465229 4601726.85825721)
3011018446,4601504.761194816,546342.601877262,4,,,POINT (546342.601877262 4601504.761194816)
3011018459,4601537.872088272,546585.6707642826,3,,,POINT (546585.6707642826 4601537.872088272)
1236565645,4600582.315979455,547227.9096780991,3,,,POINT (547227.9096780991 4600582.315979455)
1624590680,4601107.8551027,545109.771998649,3,,,POINT (545109.771998649 4601107.8551027)
2395146108,4601128.501468123,545110.8518055017,3,,,POINT (545110.8518055017 4601128.501468123)
1226138196,4601474.999168923,544774.4588689284,3,,,POINT (544774.4588689284 4601474.999168923)
5210791450,4601558.795475483,544846.7067122146,1,,,POINT (544846.7067122146 4601558.795475483)
1227805179,4596615.947424326,544170.5771258236,3,,,POINT (544170.5771258236 4596615.947424326)
5210883830,4597644.586916472,544905.3750362898,3,,,POINT (544905.3750362898 4597644.586916472)
1227805224,4597701.06129342,545016.9090032178,3,,,POINT (545016.9090032178 4597701.06129342)
3098579144,4596184.843335935,545295.280057836,3,,,POINT (545295.280057836 4596184.843335935)
1227805208,4597041.593502042,544403.9264449612,3,,,POINT (544403.9264449612 4597041.593502042)
1227805458,4596998.512096235,544430.3240019374,3,,,POINT (544430.3240019374 4596998.512096235)
1227805211,4597183.963015842,544843.9078695535,1,,,POINT (544843.9078695535 4597183.963015842)
1227805212,4596834.128565064,544169.9499889117,3,,,POINT (544169.9499889117 4596834.128565064)
1227805268,4596802.940400366,544176.9662953941,1,,,POINT (544176.9662953941 4596802.940400366)
6783158544,4596848.375034932,544117.6889407585,3,,,POINT (544117.6889407585 4596848.375034932)
1227805388,4596857.675200033,544196.8646736125,3,,,POINT (544196.8646736125 4596857.675200033)
1227805217,4596986.315182046,544302.966646345,3,,,POINT (544302.966646345 4596986.315182046)
1227805323,4596863.09221959,544325.1338747247,1,,,POINT (544325.1338747247 4596863.09221959)
1227805218,4597079.373582843,544351.3631162063,1,,,POINT (544351.3631162063 4597079.373582843)
1227805311,4597713.506375174,545048.7759510715,3,,,POINT (545048.7759510715 4597713.506375174)
1227805245,4597264.745188577,546014.0607800401,3,,,POINT (546014.0607800401 4597264.745188577)
2523291009,4596812.2292118855,545818.5810285603,3,,,POINT (545818.5810285603 4596812.2292118855)
6783158535,4597164.81323596,544310.8641693213,3,,,POINT (544310.8641693213 4597164.81323596)
1227805298,4597002.062485977,544343.3615170304,1,,,POINT (544343.3615170304 4597002.062485977)
11866405253,4596298.5595135745,545887.9495806393,3,,,POINT (545887.9495806393 4596298.5595135745)
3089191939,4596233.807488844,545859.6312609998,3,,,POINT (545859.6312609998 4596233.807488844)
3089192165,4596008.753983864,545704.6470646927,3,,,POINT (545704.6470646927 4596008.753983864)
1538882495,4597676.319511967,545477.7316791153,3,,,POINT (545477.7316791153 4597676.319511967)
8735293479,4597730.823880496,545034.184634751,3,,,POINT (545034.184634751 4597730.823880496)
1237138179,4596390.872596378,544127.8141511295,1,,,POINT (544127.8141511295 4596390.872596378)
1227805373,4595969.062155479,545532.5189457284,3,,,POINT (545532.5189457284 4595969.062155479)
3089191898,4595950.665312266,545548.3317789101,3,,,POINT (545548.3317789101 4595950.665312266)
3089191914,4595972.420772431,545528.1417346952,3,,,POINT (545528.1417346952 4595972.420772431)
1227805406,4595684.244930286,544836.7021620749,3,,,POINT (544836.7021620749 4595684.244930286)
10769608184,4595695.04599596,544879.2954431488,3,,,POINT (544879.2954431488 4595695.04599596)
1830516582,4595692.032109303,544805.2426014431,3,,,POINT (544805.2426014431 4595692.032109303)
11249131038,4595628.166262598,544865.2242049967,3,,,POINT (544865.2242049967 4595628.166262598)
1227805411,4596443.505009601,545830.7783791091,3,,,POINT (545830.7783791091 4596443.505009601)
1594859160,4596481.520979094,545829.2100583076,3,,,POINT (545829.2100583076 4596481.520979094)
3089192014,4596314.081837123,545874.1575629342,3,,,POINT (545874.1575629342 4596314.081837123)
3089192003,4596385.602739636,545800.6059169909,3,,,POINT (545800.6059169909 4596385.602739636)
1227805481,4596783.431114249,545771.6459183181,3,,,POINT (545771.6459183181 4596783.431114249)
13130793849,4596893.982989747,545593.6137673382,3,,,POINT (545593.6137673382 4596893.982989747)
1227829277,4601946.775484396,550792.7368872563,3,,,POINT (550792.7368872563 4601946.775484396)
1227829306,4601825.6113547245,550979.5837748973,3,,,POINT (550979.5837748973 4601825.6113547245)
1683160080,4602018.156334771,550822.8753826644,1,,,POINT (550822.8753826644 4602018.156334771)
1227829288,4601755.5908814315,551014.6501259727,3,,,POINT (551014.6501259727 4601755.5908814315)
9760091641,4601700.244926333,551057.0675955706,3,,,POINT (551057.0675955706 4601700.244926333)
1745837943,4601824.8516264185,551091.688098484,3,,,POINT (551091.688098484 4601824.8516264185)
1234596209,4601842.615641238,551057.2170189673,3,,,POINT (551057.2170189673 4601842.615641238)
1511585203,4596327.818041535,545351.3996614674,3,,,POINT (545351.3996614674 4596327.818041535)
1227834513,4596295.706963321,545005.3313428994,3,,,POINT (545005.3313428994 4596295.706963321)
1784842020,4596365.63929009,544915.9689235698,3,,,POINT (544915.9689235698 4596365.63929009)
1511585214,4596397.034742153,545355.5705025954,3,,,POINT (545355.5705025954 4596397.034742153)
8589849966,4599602.585800379,550565.8294393495,3,,,POINT (550565.8294393495 4599602.585800379)
1229498199,4599570.800298865,550491.6107935645,3,,,POINT (550491.6107935645 4599570.800298865)
1229497669,4599278.838590938,550531.7758216981,3,,,POINT (550531.7758216981 4599278.838590938)
1591364244,4599268.169881946,550555.6479693251,4,,,POINT (550555.6479693251 4599268.169881946)
1229498132,4599406.220074525,550474.9060607443,3,,,POINT (550474.9060607443 4599406.220074525)
1229497880,4599509.623100413,550687.4413554756,3,,,POINT (550687.4413554756 4599509.623100413)
1229497915,4599439.536625928,550732.2416196177,3,,,POINT (550732.2416196177 4599439.536625928)
1229497679,4599557.573160014,550291.0316724204,1,,,POINT (550291.0316724204 4599557.573160014)
1229497859,4599548.231016994,550322.141448987,3,,,POINT (550322.141448987 4599548.231016994)
1229497738,4599485.056229531,550224.9524230653,1,,,POINT (550224.9524230653 4599485.056229531)
1229497961,4599525.900813072,550328.0943052133,3,,,POINT (550328.0943052133 4599525.900813072)
1229497756,4599418.529878475,550933.5993221704,1,,,POINT (550933.5993221704 4599418.529878475)
1229497925,4599436.573574609,550867.8616653286,3,,,POINT (550867.8616653286 4599436.573574609)
1229497814,4599493.462158834,550583.810909699,1,,,POINT (550583.810909699 4599493.462158834)
1229514318,4599531.568844566,550580.9994185583,3,,,POINT (550580.9994185583 4599531.568844566)
1229497827,4599349.9379238915,550966.5893638666,3,,,POINT (550966.5893638666 4599349.9379238915)
1229497941,4599336.666238784,550799.3609750607,3,,,POINT (550799.3609750607 4599336.666238784)
3103661630,4599252.346723119,551049.8491011785,3,,,POINT (551049.8491011785 4599252.346723119)
1229497835,4599644.487780968,550576.9955152217,3,,,POINT (550576.9955152217 4599644.487780968)
1229498074,4599566.875512936,550348.0262122487,1,,,POINT (550348.0262122487 4599566.875512936)
1229497871,4599474.417635564,550470.9001099232,3,,,POINT (550470.9001099232 4599474.417635564)
1229497909,4599472.640108381,550383.4913746496,3,,,POINT (550383.4913746496 4599472.640108381)
1229498088,4599419.975818268,550455.8256227826,3,,,POINT (550455.8256227826 4599419.975818268)
1229497902,4599403.661369128,550442.4691499369,3,,,POINT (550442.4691499369 4599403.661369128)
1605200127,4599400.033896733,550204.4590393195,3,,,POINT (550204.4590393195 4599400.033896733)
